x	y	date	dt	timestamp.posix	GMTtime	id	country	status	model	sex	age	weight	schedule	project_region	project_bioveg	timezone	week	day	year	hour	min	time	period	utm_x	utm_y	long_x	lat_y
-52.15878817	-22.64199331	2003-02-11 19:18:00	327420	2003-02-11 19:18:00	2003-02-11 22:18:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	6	42	2003	19	18	19.3	night	380928.999951236	7495646.99963765	-52.15878817	-22.64199331
-52.18616764	-22.65066296	2003-02-15 14:15:00	108000	2003-02-15 14:15:00	2003-02-15 17:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	6	46	2003	14	15	14.25	day	378122.999848173	7494664.99992759	-52.18616764	-22.65066296
-52.22975526	-22.67036821	2003-02-16 20:15:00	86460	2003-02-16 20:15:00	2003-02-16 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	6	47	2003	20	15	20.25	night	373661.999851729	7492446.99957134	-52.22975526	-22.67036821
-52.22400189	-22.66254509	2003-02-17 20:16:00	68400	2003-02-17 20:16:00	2003-02-17 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	7	48	2003	20	16	20.2666666666667	night	374246.000413384	7493317.99983808	-52.22400189	-22.66254509
-52.24710806	-22.63473698	2003-02-18 15:16:00	17940	2003-02-18 15:16:00	2003-02-18 18:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	7	49	2003	15	16	15.2666666666667	day	371845.999605974	7496377.00049513	-52.24710806	-22.63473698
-52.253297	-22.63801263	2003-02-18 20:15:00	68400	2003-02-18 20:15:00	2003-02-18 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	7	49	2003	20	15	20.25	night	371213.000286288	7496008.99987121	-52.253297	-22.63801263
-52.24810339	-22.63182083	2003-02-19 15:15:00	18000	2003-02-19 15:15:00	2003-02-19 18:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	7	50	2003	15	15	15.25	day	371741.000161907	7496698.99953026	-52.24810339	-22.63182083
-52.24818123	-22.63182022	2003-02-19 20:15:00	86400	2003-02-19 20:15:00	2003-02-19 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	7	50	2003	20	15	20.25	night	371732.999617478	7496698.99999288	-52.24818123	-22.63182022
-52.28138758	-22.6557196	2003-02-20 20:15:00	86460	2003-02-20 20:15:00	2003-02-20 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	7	51	2003	20	15	20.25	night	368343.000201007	7494024.00029208	-52.28138758	-22.6557196
-52.28145629	-22.65578228	2003-02-21 20:16:00	86340	2003-02-21 20:16:00	2003-02-21 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	7	52	2003	20	16	20.2666666666667	night	368335.999509132	7494016.99986952	-52.28145629	-22.65578228
-52.28145629	-22.65578228	2003-02-22 20:15:00	37200	2003-02-22 20:15:00	2003-02-22 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	7	53	2003	20	15	20.25	night	368335.999509132	7494016.99986952	-52.28145629	-22.65578228
-52.28103257	-22.64682568	2003-02-23 06:35:00	49260	2003-02-23 06:35:00	2003-02-23 09:35:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	7	54	2003	6	35	6.58333333333333	riseset	368371.000038194	7495009.00016562	-52.28103257	-22.64682568
-52.27981813	-22.65123409	2003-02-23 20:16:00	86340	2003-02-23 20:16:00	2003-02-23 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	7	54	2003	20	16	20.2666666666667	night	368500.000170466	7494521.99979006	-52.27981813	-22.65123409
-52.28273733	-22.65749719	2003-02-24 20:15:00	172800	2003-02-24 20:15:00	2003-02-24 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	8	55	2003	20	15	20.25	night	368206.00039891	7493825.99949063	-52.28273733	-22.65749719
-52.28102646	-22.67342566	2003-02-26 20:15:00	86460	2003-02-26 20:15:00	2003-02-26 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	8	57	2003	20	15	20.25	night	368396.99985116	7492063.99991007	-52.28102646	-22.67342566
-52.28074347	-22.67334663	2003-02-27 20:16:00	86340	2003-02-27 20:16:00	2003-02-27 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	8	58	2003	20	16	20.2666666666667	night	368426.000130821	7492073.00030205	-52.28074347	-22.67334663
-52.2789682	-22.67292727	2003-02-28 20:15:00	259260	2003-02-28 20:15:00	2003-02-28 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	8	59	2003	20	15	20.25	night	368607.999965066	7492121.00045972	-52.2789682	-22.67292727
-52.28608478	-22.65955679	2003-03-03 20:16:00	86340	2003-03-03 20:16:00	2003-03-03 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	9	62	2003	20	16	20.2666666666667	night	367864.000153883	7493595.00055229	-52.28608478	-22.65955679
-52.27321199	-22.63872282	2003-03-04 20:15:00	86400	2003-03-04 20:15:00	2003-03-04 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	9	63	2003	20	15	20.25	night	369167.000342407	7495913.0000608	-52.27321199	-22.63872282
-52.27328077	-22.63879453	2003-03-05 20:15:00	68460	2003-03-05 20:15:00	2003-03-05 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	9	64	2003	20	15	20.25	night	369159.999732078	7495905.00028221	-52.27328077	-22.63879453
-52.25443266	-22.62698431	2003-03-06 15:16:00	363540	2003-03-06 15:16:00	2003-03-06 18:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	9	65	2003	15	16	15.2666666666667	day	371085.999573447	7497228.99956084	-52.25443266	-22.62698431
-52.26411062	-22.63409804	2003-03-10 20:15:00	86460	2003-03-10 20:15:00	2003-03-10 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	10	69	2003	20	15	20.25	night	370098.000205213	7496433.00012678	-52.26411062	-22.63409804
-52.26410996	-22.63402579	2003-03-11 20:16:00	414120	2003-03-11 20:16:00	2003-03-11 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	10	70	2003	20	16	20.2666666666667	night	370098.000106237	7496440.99976948	-52.26410996	-22.63402579
-52.27668854	-22.62954548	2003-03-16 15:18:00	104220	2003-03-16 15:18:00	2003-03-16 18:18:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	10	75	2003	15	18	15.3	day	368800.999934836	7496926.00031928	-52.27668854	-22.62954548
-52.27107961	-22.63751135	2003-03-17 20:15:00	86460	2003-03-17 20:15:00	2003-03-17 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	11	76	2003	20	15	20.25	night	369384.999908974	7496048.99995441	-52.27107961	-22.63751135
-52.27889958	-22.64241691	2003-03-18 20:16:00	345540	2003-03-18 20:16:00	2003-03-18 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	11	77	2003	20	16	20.2666666666667	night	368585.999889108	7495498.99991635	-52.27889958	-22.64241691
-52.26054747	-22.6381545	2003-03-22 20:15:00	68520	2003-03-22 20:15:00	2003-03-22 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	11	81	2003	20	15	20.25	night	370468.000498639	7495987.00008093	-52.26054747	-22.6381545
-52.26054877	-22.62976347	2003-03-23 15:17:00	104280	2003-03-23 15:17:00	2003-03-23 18:17:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	11	82	2003	15	17	15.2833333333333	day	370459.999928971	7496916.00022856	-52.26054877	-22.62976347
-52.26460891	-22.63857413	2003-03-24 20:15:00	86460	2003-03-24 20:15:00	2003-03-24 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	12	83	2003	20	15	20.25	night	370050.999729518	7495937.00034746	-52.26460891	-22.63857413
-52.25550183	-22.64078637	2003-03-25 20:16:00	86340	2003-03-25 20:16:00	2003-03-25 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	12	84	2003	20	16	20.2666666666667	night	370989.000127365	7495699.99952988	-52.25550183	-22.64078637
-52.25607528	-22.6396438	2003-03-26 20:15:00	172800	2003-03-26 20:15:00	2003-03-26 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	12	85	2003	20	15	20.25	night	370929.000026452	7495826.00021875	-52.25607528	-22.6396438
-52.27562928	-22.6412778	2003-03-28 20:15:00	86400	2003-03-28 20:15:00	2003-03-28 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	12	87	2003	20	15	20.25	night	368920.999567157	7495628.00031523	-52.27562928	-22.6412778
-52.26239754	-22.63935931	2003-03-29 20:15:00	172800	2003-03-29 20:15:00	2003-03-29 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	12	88	2003	20	15	20.25	night	370278.999699308	7495851.99952427	-52.26239754	-22.63935931
-52.26595956	-22.63943057	2003-03-31 20:15:00	86460	2003-03-31 20:15:00	2003-03-31 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	13	90	2003	20	15	20.25	night	369912.999872418	7495841.00049529	-52.26595956	-22.63943057
-52.26403686	-22.63986123	2003-04-01 20:16:00	86340	2003-04-01 20:16:00	2003-04-01 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	13	91	2003	20	16	20.2666666666667	night	370110.999669166	7495795.00005682	-52.26403686	-22.63986123
-52.2662422	-22.63417155	2003-04-02 20:15:00	950460	2003-04-02 20:15:00	2003-04-02 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	13	92	2003	20	15	20.25	night	369878.999663277	7496422.99960594	-52.2662422	-22.63417155
-52.25657158	-22.63750829	2003-04-13 20:16:00	86340	2003-04-13 20:16:00	2003-04-13 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	14	103	2003	20	16	20.2666666666667	night	370875.999545903	7496061.99955979	-52.25657158	-22.63750829
-52.25379573	-22.64042939	2003-04-14 20:15:00	86460	2003-04-14 20:15:00	2003-04-14 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	15	104	2003	20	15	20.25	night	371163.999884768	7495741.00025887	-52.25379573	-22.64042939
-52.25358167	-22.64043107	2003-04-15 20:16:00	68400	2003-04-15 20:16:00	2003-04-15 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	15	105	2003	20	16	20.2666666666667	night	371186.000052948	7495740.99958479	-52.25358167	-22.64043107
-52.25244652	-22.63865154	2003-04-16 15:16:00	190740	2003-04-16 15:16:00	2003-04-16 18:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	15	106	2003	15	16	15.2666666666667	day	371300.999520111	7495938.99972305	-52.25244652	-22.63865154
-52.26439061	-22.62428675	2003-04-18 20:15:00	345600	2003-04-18 20:15:00	2003-04-18 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	15	108	2003	20	15	20.25	night	370059.999948271	7497518.99965666	-52.26439061	-22.62428675
-52.24348453	-22.6451162	2003-04-22 20:15:00	68580	2003-04-22 20:15:00	2003-04-22 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	16	112	2003	20	15	20.25	night	372228.000032148	7495230.99947525	-52.24348453	-22.6451162
-52.24732341	-22.63487983	2003-04-23 15:18:00	259200	2003-04-23 15:18:00	2003-04-23 18:18:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	16	113	2003	15	18	15.3	day	371824.000086509	7496360.99966837	-52.24732341	-22.63487983
-52.2555769	-22.62655987	2003-04-26 15:18:00	190620	2003-04-26 15:18:00	2003-04-26 18:18:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	16	116	2003	15	18	15.3	day	370968.00013871	7497274.99952837	-52.2555769	-22.62655987
-52.2549328	-22.64241664	2003-04-28 20:15:00	154860	2003-04-28 20:15:00	2003-04-28 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	17	118	2003	20	15	20.25	night	371049.000422438	7495519.99980411	-52.2549328	-22.64241664
-52.25848461	-22.63388036	2003-04-30 15:16:00	190860	2003-04-30 15:16:00	2003-04-30 18:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	17	120	2003	15	16	15.2666666666667	day	370676.00014832	7496461.99953597	-52.25848461	-22.63388036
-52.26239738	-22.62656052	2003-05-02 20:17:00	154860	2003-05-02 20:17:00	2003-05-02 23:17:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	17	122	2003	20	17	20.2833333333333	night	370266.999595549	7497269.00053962	-52.26239738	-22.62656052
-52.27235535	-22.63445735	2003-05-04 15:18:00	190620	2003-05-04 15:18:00	2003-05-04 18:18:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	17	124	2003	15	18	15.3	day	369251.000404372	7496386.00024689	-52.27235535	-22.63445735
-52.27867968	-22.64704318	2003-05-06 20:15:00	172860	2003-05-06 20:15:00	2003-05-06 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	18	126	2003	20	15	20.25	night	368613.000241262	7494986.99984249	-52.27867968	-22.64704318
-52.2813189	-22.63573179	2003-05-08 20:16:00	86340	2003-05-08 20:16:00	2003-05-08 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	18	128	2003	20	16	20.2666666666667	night	368330.999742108	7496236.99952672	-52.2813189	-22.63573179
-52.28167056	-22.64846445	2003-05-09 20:15:00	154980	2003-05-09 20:15:00	2003-05-09 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	18	129	2003	20	15	20.25	night	368307.000455967	7494826.99999922	-52.28167056	-22.64846445
-52.2640352	-22.62585214	2003-05-11 15:18:00	17880	2003-05-11 15:18:00	2003-05-11 18:18:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	18	131	2003	15	18	15.3	day	370098.000371941	7497345.99979734	-52.2640352	-22.62585214
-52.25329625	-22.62720093	2003-05-11 20:16:00	154740	2003-05-11 20:16:00	2003-05-11 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	18	131	2003	20	16	20.2666666666667	night	371202.999839076	7497206.00038241	-52.25329625	-22.62720093
-52.26019194	-22.63651342	2003-05-13 15:15:00	18060	2003-05-13 15:15:00	2003-05-13 18:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	19	133	2003	15	15	15.25	day	370503.000043905	7496168.99945883	-52.26019194	-22.63651342
-52.26005507	-22.63644223	2003-05-13 20:16:00	172800	2003-05-13 20:16:00	2003-05-13 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	19	133	2003	20	16	20.2666666666667	night	370516.999652143	7496177.00025155	-52.26005507	-22.63644223
-52.25934085	-22.63601429	2003-05-15 20:16:00	86340	2003-05-15 20:16:00	2003-05-15 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	19	135	2003	20	16	20.2666666666667	night	370590.000264053	7496225.00025713	-52.25934085	-22.63601429
-52.25792411	-22.6364409	2003-05-16 20:15:00	86460	2003-05-16 20:15:00	2003-05-16 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	19	136	2003	20	15	20.25	night	370736.000373827	7496178.99995085	-52.25792411	-22.6364409
-52.25351425	-22.63836319	2003-05-17 20:16:00	68340	2003-05-17 20:16:00	2003-05-17 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	19	137	2003	20	16	20.2666666666667	night	371191.00035305	7495970.00013221	-52.25351425	-22.63836319
-52.26694926	-22.63487951	2003-05-18 15:15:00	18000	2003-05-18 15:15:00	2003-05-18 18:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	19	138	2003	15	15	15.25	day	369806.999830054	7496344.00033496	-52.26694926	-22.63487951
-52.2649624	-22.6357352	2003-05-18 20:15:00	86400	2003-05-18 20:15:00	2003-05-18 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	19	138	2003	20	15	20.25	night	370012.000225321	7496251.00032418	-52.2649624	-22.6357352
-52.26702188	-22.6343099	2003-05-19 20:15:00	86520	2003-05-19 20:15:00	2003-05-19 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	20	139	2003	20	15	20.25	night	369798.999669085	7496407.00050772	-52.26702188	-22.6343099
-52.26645251	-22.63800861	2003-05-20 20:17:00	68460	2003-05-20 20:17:00	2003-05-20 23:17:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	20	140	2003	20	17	20.2833333333333	night	369860.999988836	7495998.00014657	-52.26645251	-22.63800861
-52.26809302	-22.63758016	2003-05-21 15:18:00	17880	2003-05-21 15:18:00	2003-05-21 18:18:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	20	141	2003	15	18	15.3	day	369691.999677364	7496043.99994757	-52.26809302	-22.63758016
-52.26673976	-22.63537794	2003-05-21 20:16:00	241140	2003-05-21 20:16:00	2003-05-21 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	20	141	2003	20	16	20.2666666666667	night	369829.000370365	7496289.00049225	-52.26673976	-22.63537794
-52.2751298	-22.62933208	2003-05-24 15:15:00	18000	2003-05-24 15:15:00	2003-05-24 18:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	20	144	2003	15	15	15.25	day	368961.000383234	7496950.99959901	-52.2751298	-22.62933208
-52.26453239	-22.63871925	2003-05-24 20:15:00	345600	2003-05-24 20:15:00	2003-05-24 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	20	144	2003	20	15	20.25	night	370059.000209246	7495921.00038011	-52.26453239	-22.63871925
-52.26445918	-22.64241404	2003-05-28 20:15:00	172800	2003-05-28 20:15:00	2003-05-28 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	21	148	2003	20	15	20.25	night	370069.999747218	7495511.99998505	-52.26445918	-22.64241404
-52.28372866	-22.64270347	2003-05-30 20:15:00	86460	2003-05-30 20:15:00	2003-05-30 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	21	150	2003	20	15	20.25	night	368090.000216915	7495463.00028088	-52.28372866	-22.64270347
-52.28508088	-22.63743587	2003-05-31 20:16:00	86340	2003-05-31 20:16:00	2003-05-31 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	21	151	2003	20	16	20.2666666666667	night	367945.99978358	7496045.00018631	-52.28508088	-22.63743587
-52.26709405	-22.63687451	2003-06-01 20:15:00	86400	2003-06-01 20:15:00	2003-06-01 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	21	152	2003	20	15	20.25	night	369793.999614979	7496122.9995619	-52.26709405	-22.63687451
-52.24234436	-22.64817797	2003-06-02 20:15:00	86400	2003-06-02 20:15:00	2003-06-02 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	22	153	2003	20	15	20.25	night	372347.999719108	7494892.99978468	-52.24234436	-22.64817797
-52.23651583	-22.65692119	2003-06-03 20:15:00	86520	2003-06-03 20:15:00	2003-06-03 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	22	154	2003	20	15	20.25	night	372954.999487016	7493930.00042535	-52.23651583	-22.65692119
-52.2353745	-22.65770678	2003-06-04 20:17:00	86400	2003-06-04 20:17:00	2003-06-04 23:17:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	22	155	2003	20	17	20.2833333333333	night	373073.000071482	7493843.99994324	-52.2353745	-22.65770678
-52.23730189	-22.65450349	2003-06-05 20:17:00	86460	2003-06-05 20:17:00	2003-06-05 23:17:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	22	156	2003	20	17	20.2833333333333	night	372872.000480574	7494196.99994301	-52.23730189	-22.65450349
-52.23623168	-22.65670661	2003-06-06 20:18:00	431820	2003-06-06 20:18:00	2003-06-06 23:18:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	22	157	2003	20	18	20.3	night	372984.000014974	7493954.00000635	-52.23623168	-22.65670661
-52.26481591	-22.63992734	2003-06-11 20:15:00	86460	2003-06-11 20:15:00	2003-06-11 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	23	162	2003	20	15	20.25	night	370030.999598998	7495787.00052834	-52.26481591	-22.63992734
-52.26560212	-22.6397134	2003-06-12 20:16:00	86340	2003-06-12 20:16:00	2003-06-12 23:16:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	23	163	2003	20	16	20.2666666666667	night	369950.00008431	7495809.99973237	-52.26560212	-22.6397134
-52.26474383	-22.63630596	2003-06-13 20:15:00	86400	2003-06-13 20:15:00	2003-06-13 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	23	164	2003	20	15	20.25	night	370035.000085746	7496188.00021703	-52.26474383	-22.63630596
-52.26467178	-22.63693879	2003-06-14 20:15:00	259200	2003-06-14 20:15:00	2003-06-14 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	23	165	2003	20	15	20.25	night	370043.000106574	7496118.00013577	-52.26467178	-22.63693879
-52.25778069	-22.64099431	2003-06-17 20:15:00	86400	2003-06-17 20:15:00	2003-06-17 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	24	168	2003	20	15	20.25	night	370755.000355592	7495675.00011891	-52.25778069	-22.64099431
-52.23949874	-22.65422457	2003-06-18 20:15:00	86400	2003-06-18 20:15:00	2003-06-18 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	24	169	2003	20	15	20.25	night	372646.000346113	7494226.00043362	-52.23949874	-22.65422457
-52.23949809	-22.65415232	2003-06-19 20:15:00	86400	2003-06-19 20:15:00	2003-06-19 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	24	170	2003	20	15	20.25	night	372646.000476383	7494234.00002286	-52.23949809	-22.65415232
-52.24440625	-22.64049352	2003-06-20 20:15:00	241200	2003-06-20 20:15:00	2003-06-20 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	24	171	2003	20	15	20.25	night	372128.999795332	7495741.9994899	-52.24440625	-22.64049352
-52.25842244	-22.63025888	2003-06-23 15:15:00	18000	2003-06-23 15:15:00	2003-06-23 18:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	25	174	2003	15	15	15.25	day	370679.000269841	7496863.0003797	-52.25842244	-22.63025888
-52.28146224	-22.63545064	2003-06-23 20:15:00	68400	2003-06-23 20:15:00	2003-06-23 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	25	174	2003	20	15	20.25	night	368316.000322996	7496268.00002328	-52.28146224	-22.63545064
-52.27292059	-22.63772255	2003-06-24 15:15:00	18000	2003-06-24 15:15:00	2003-06-24 18:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	25	175	2003	15	15	15.25	day	369196.000401411	7496024.00017017	-52.27292059	-22.63772255
-52.27291993	-22.6376503	2003-06-24 20:15:00	154800	2003-06-24 20:15:00	2003-06-24 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	25	175	2003	20	15	20.25	night	369195.999816667	7496031.99983969	-52.27291993	-22.6376503
-52.276551	-22.62940206	2003-06-26 15:15:00	190800	2003-06-26 15:15:00	2003-06-26 18:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	25	177	2003	15	15	15.25	day	368814.999756608	7496942.00013779	-52.276551	-22.62940206
-52.27626539	-22.63324305	2003-06-28 20:15:00	86400	2003-06-28 20:15:00	2003-06-28 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	25	179	2003	20	15	20.25	night	368847.999589504	7496517.00020364	-52.27626539	-22.63324305
-52.26090945	-22.63836843	2003-06-29 20:15:00	172800	2003-06-29 20:15:00	2003-06-29 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	25	180	2003	20	15	20.25	night	370431.00037572	7495962.99997856	-52.26090945	-22.63836843
-52.26432215	-22.635948	2003-07-01 20:15:00	172800	2003-07-01 20:15:00	2003-07-01 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	26	182	2003	20	15	20.25	night	370078.000242613	7496227.99949533	-52.26432215	-22.635948
-52.26445905	-22.63708499	2003-07-03 20:15:00	NA	2003-07-03 20:15:00	2003-07-03 23:15:00	34	Brazil	Resident	OU	Female	7	68	8h	Atlantic Forest W1	Atlantic Forest	-3	26	184	2003	20	15	20.25	night	370065.000155573	7496101.99953151	-52.26445905	-22.63708499
