location.long	location.lat	timestamp	individual.local.identifier	sex	age	weight	status	model	project_region	project_bioveg	country	GMTtime	local_time	idf	dt	Event_ID	utm_x	utm_y	long_x	lat_y
-53.079607	-17.858577	2014-03-06 07:53:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-06 10:53:00	2014-03-06 07:53:00	17	NA	19727	279632.975350907	8024234.01667766	-53.079607	-17.858577
-53.077075	-17.858555	2014-03-06 12:51:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-06 15:51:00	2014-03-06 12:51:00	17	17880	19728	279901.349593332	8024239.43899	-53.077075	-17.858555
-53.077054	-17.859328	2014-03-06 18:09:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-06 21:09:00	2014-03-06 18:09:00	17	19080	19729	279904.527369084	8024153.8973191	-53.077054	-17.859328
-53.069823	-17.83728	2014-03-06 22:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-07 01:46:00	2014-03-06 22:46:00	17	16620	19730	280644.000156981	8026602.97697508	-53.069823	-17.83728
-53.066325	-17.826262	2014-03-07 04:07:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-07 07:07:00	2014-03-07 04:07:00	17	19260	19731	281001.368293735	8027826.69528577	-53.066325	-17.826262
-53.065789	-17.827013	2014-03-08 01:55:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-08 04:55:00	2014-03-08 01:55:00	17	78480	19732	281059.11416307	8027744.1924423	-53.065789	-17.827013
-53.042679	-17.804879	2014-03-08 06:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-08 09:46:00	2014-03-08 06:46:00	17	17460	19733	283482.525270649	8030221.1450171	-53.042679	-17.804879
-53.042572	-17.804739	2014-03-08 21:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-09 00:46:00	2014-03-08 21:46:00	17	54000	19734	283493.701864211	8030236.76555495	-53.042572	-17.804739
-53.042443	-17.804739	2014-03-09 02:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-09 05:46:00	2014-03-09 02:46:00	17	18000	19735	283507.380206321	8030236.91471833	-53.042443	-17.804739
-53.029954	-17.787606	2014-03-10 04:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-10 07:46:00	2014-03-10 04:46:00	17	93600	19736	284811.086043479	8032147.7743905	-53.029954	-17.787606
-53.032122	-17.787166	2014-03-10 15:55:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-10 18:55:00	2014-03-10 15:55:00	17	40140	19737	284580.656506935	8032193.98761781	-53.032122	-17.787166
-53.025126	-17.787874	2014-03-10 20:47:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-10 23:47:00	2014-03-10 20:47:00	17	17520	19738	285323.382065548	8032123.64641012	-53.025126	-17.787874
-53.032808	-17.78826	2014-03-11 06:47:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-11 09:47:00	2014-03-11 06:47:00	17	36000	19739	284509.223718303	8032072.10329851	-53.032808	-17.78826
-53.050146	-17.774946	2014-03-11 17:52:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-11 20:52:00	2014-03-11 17:52:00	17	39900	19740	282654.532769829	8033525.83034222	-53.050146	-17.774946
-53.050168	-17.774785	2014-03-11 22:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-12 01:46:00	2014-03-11 22:46:00	17	17640	19741	282652.004876439	8033543.62619274	-53.050168	-17.774785
-53.050082	-17.774806	2014-03-12 03:52:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-12 06:52:00	2014-03-12 03:52:00	17	18360	19742	282661.150732515	8033541.40133725	-53.050082	-17.774806
-53.037314	-17.774559	2014-03-13 01:55:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-13 04:55:00	2014-03-13 01:55:00	17	79380	19743	284014.918529557	8033583.4927411	-53.037314	-17.774559
-53.037314	-17.774549	2014-03-13 07:10:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-13 10:10:00	2014-03-13 07:10:00	17	18900	19744	284014.906509103	8033584.59964981	-53.037314	-17.774549
-53.041027	-17.774227	2014-03-13 12:00:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-13 15:00:00	2014-03-13 12:00:00	17	17400	19745	283620.750119078	8033615.96215557	-53.041027	-17.774227
-53.038988	-17.772832	2014-03-13 21:54:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-14 00:54:00	2014-03-13 21:54:00	17	35640	19746	283835.311143123	8033772.72734849	-53.038988	-17.772832
-52.997596	-17.775332	2014-03-14 02:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-14 05:46:00	2014-03-14 02:46:00	17	17520	19747	288227.930265693	8033543.22540121	-52.997596	-17.775332
-52.996888	-17.773583	2014-03-14 07:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-14 10:46:00	2014-03-14 07:46:00	17	18000	19748	288300.952128787	8033737.61913269	-52.996888	-17.773583
-52.997124	-17.773175	2014-03-14 13:01:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-14 16:01:00	2014-03-14 13:01:00	17	18900	19749	288275.443697985	8033782.51369739	-52.997124	-17.773175
-52.96144	-17.776169	2014-03-15 11:05:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-15 14:05:00	2014-03-15 11:05:00	17	79440	19750	292063.159798596	8033491.03824788	-52.96144	-17.776169
-52.957835	-17.773819	2014-03-15 16:00:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-15 19:00:00	2014-03-15 16:00:00	17	17700	19751	292442.741783241	8033755.1449771	-52.957835	-17.773819
-52.954574	-17.77884	2014-03-16 19:47:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-16 22:47:00	2014-03-16 19:47:00	17	100020	19752	292794.352787526	8033202.99458565	-52.954574	-17.77884
-52.953544	-17.782681	2014-03-17 01:03:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-17 04:03:00	2014-03-17 01:03:00	17	18960	19753	292908.006797086	8032778.98633704	-52.953544	-17.782681
-52.948201	-17.777832	2014-03-17 22:47:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-18 01:47:00	2014-03-17 22:47:00	17	78240	19754	293469.013467522	8033321.5969825	-52.948201	-17.777832
-52.949424	-17.776104	2014-03-18 03:59:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-18 06:59:00	2014-03-18 03:59:00	17	18720	19755	293337.333253531	8033511.51508191	-52.949424	-17.776104
-52.950089	-17.776426	2014-03-18 09:01:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-18 12:01:00	2014-03-18 09:01:00	17	18120	19756	293267.183354167	8033475.14122492	-52.950089	-17.776426
-52.949853	-17.776351	2014-03-18 19:47:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-18 22:47:00	2014-03-18 19:47:00	17	38760	19757	293292.123812575	8033483.70282341	-52.949853	-17.776351
-52.949724	-17.776212	2014-03-18 22:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-19 01:46:00	2014-03-18 22:46:00	17	10740	19758	293305.643786298	8033499.23036939	-52.949724	-17.776212
-52.949681	-17.776265	2014-03-18 23:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-19 02:46:00	2014-03-18 23:46:00	17	3600	19759	293310.264717406	8033493.41140001	-52.949681	-17.776265
-52.949209	-17.775096	2014-03-19 02:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-19 05:46:00	2014-03-19 02:46:00	17	10800	19760	293358.973838684	8033623.32351167	-52.949209	-17.775096
-52.949853	-17.77633	2014-03-19 04:47:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-19 07:47:00	2014-03-19 04:47:00	17	7260	19761	293292.09965286	8033486.02723093	-52.949853	-17.77633
-52.958393	-17.775428	2014-03-19 06:54:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-19 09:54:00	2014-03-19 06:54:00	17	7620	19762	292385.426328843	8033576.4327943	-52.958393	-17.775428
-52.959337	-17.775697	2014-03-19 08:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-19 11:46:00	2014-03-19 08:46:00	17	6720	19763	292285.629333578	8033545.61282958	-52.959337	-17.775697
-52.958071	-17.774999	2014-03-19 10:05:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-19 13:05:00	2014-03-19 10:05:00	17	4740	19764	292419.07771282	8033624.27373464	-52.958071	-17.774999
-52.95747	-17.775149	2014-03-19 11:52:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-19 14:52:00	2014-03-19 11:52:00	17	6420	19765	292482.985053917	8033608.33585499	-52.95747	-17.775149
-52.953179	-17.775621	2014-03-19 15:06:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-19 18:06:00	2014-03-19 15:06:00	17	11640	19766	292938.57473512	8033560.83463485	-52.953179	-17.775621
-52.95378	-17.776093	2014-03-19 16:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-19 19:46:00	2014-03-19 16:46:00	17	6000	19767	292875.385080743	8033507.92706023	-52.95378	-17.776093
-52.954252	-17.776244	2014-03-19 17:46:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-19 20:46:00	2014-03-19 17:46:00	17	3600	19768	292825.505513384	8033490.69206901	-52.954252	-17.776244
-52.955217	-17.775482	2014-03-19 19:57:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-19 22:57:00	2014-03-19 19:57:00	17	7860	19769	292722.292197263	8033573.96875886	-52.955217	-17.775482
-52.95644	-17.775911	2014-03-19 20:53:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-19 23:53:00	2014-03-19 20:53:00	17	3360	19770	292593.092671819	8033525.13217574	-52.95644	-17.775911
-52.956204	-17.775922	2014-03-19 23:01:00	17	Male	2	55	Not Resident	Not Resident	Cerrado1	Cerrado	Brazil	2014-03-20 02:01:00	2014-03-19 23:01:00	17	7680	19771	292618.132260548	8033524.17561045	-52.956204	-17.775922
